PassageiroId,FaixaEtaria,Classe,PortoEmbarqueNum,ParentesIrmao,ParentesFilhos,SexoNum,SaudacaoNum,PassagemPreco,FamiliaQtde,EstaSozinho,TemCabine,Sobreviventes
506,5.0,1,2,1,0,1,0,108.9,1,0.0,1.0,0
507,8.0,2,1,0,2,0,1,26.0,2,0.0,0.0,1
509,7.0,3,1,0,0,1,0,22.525,0,1.0,0.0,0
510,7.0,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
511,7.0,3,3,0,0,1,0,7.75,0,1.0,0.0,1
513,9.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
514,12.0,1,2,1,0,0,1,59.4,1,0.0,0.0,1
515,6.0,3,1,0,0,1,0,7.4958,0,1.0,0.0,0
516,11.0,1,1,0,0,1,0,34.0208,0,1.0,1.0,0
517,8.0,2,1,0,0,0,1,10.5,0,1.0,1.0,1
519,9.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
520,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
521,8.0,1,1,0,0,0,2,93.5,0,1.0,1.0,1
522,6.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
524,10.0,1,2,0,1,0,1,57.9792,1,0.0,1.0,1
526,10.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
527,12.0,2,1,0,0,0,2,10.5,0,1.0,0.0,1
529,9.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
530,6.0,2,1,2,1,1,0,11.5,3,0.0,0.0,0
531,2.0,2,1,1,1,0,2,26.0,2,0.0,0.0,1
533,5.0,3,2,1,1,1,0,7.2292,2,0.0,0.0,0
535,8.0,3,1,0,0,0,2,8.6625,0,1.0,0.0,0
536,3.0,2,1,0,2,0,2,26.25,2,0.0,0.0,1
537,11.0,1,1,0,0,1,9,26.55,0,1.0,1.0,0
538,8.0,1,2,0,0,0,2,106.425,0,1.0,0.0,1
540,6.0,1,2,0,2,0,2,49.5,2,0.0,1.0,1
541,9.0,1,1,0,2,0,2,71.0,2,0.0,1.0,1
542,3.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
543,4.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
544,8.0,2,1,1,0,1,0,26.0,1,0.0,0.0,1
545,12.0,1,2,1,0,1,0,106.425,1,0.0,1.0,0
546,14.0,1,1,0,0,1,0,26.0,0,1.0,0.0,0
547,5.0,2,1,1,0,0,1,26.0,1,0.0,0.0,1
549,8.0,3,1,1,1,1,0,20.525,2,0.0,0.0,0
550,3.0,2,1,1,1,1,3,36.75,2,0.0,0.0,1
551,5.0,1,2,0,2,1,0,110.8833,2,0.0,1.0,1
552,7.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
554,6.0,3,2,0,0,1,0,7.225,0,1.0,0.0,1
555,6.0,3,1,0,0,0,2,7.775,0,1.0,0.0,1
556,14.0,1,1,0,0,1,0,26.55,0,1.0,0.0,0
557,11.0,1,2,1,0,0,10,39.6,1,0.0,1.0,1
559,9.0,1,1,1,1,0,1,79.65,2,0.0,1.0,1
560,9.0,3,1,1,0,0,1,17.4,1,0.0,0.0,1
562,10.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
563,7.0,2,1,0,0,1,0,13.5,0,1.0,0.0,0
566,6.0,3,1,2,0,1,0,24.15,2,0.0,0.0,0
567,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
568,7.0,3,1,0,4,0,1,21.075,4,0.0,0.0,0
570,8.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,1
571,14.0,2,1,0,0,1,0,10.5,0,1.0,0.0,1
572,12.0,1,1,2,0,0,1,51.4792,2,0.0,1.0,1
573,9.0,1,1,0,0,1,0,26.3875,0,1.0,1.0,1
575,5.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
576,5.0,3,1,0,0,1,0,14.5,0,1.0,0.0,0
577,8.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
578,9.0,1,1,1,0,0,1,55.9,1,0.0,1.0,1
580,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
581,7.0,2,1,1,1,0,2,30.0,2,0.0,0.0,1
582,9.0,1,2,1,1,0,1,110.8833,2,0.0,1.0,1
583,12.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
584,9.0,1,2,0,0,1,0,40.125,0,1.0,1.0,0
586,5.0,1,1,0,2,0,2,79.65,2,0.0,1.0,1
587,11.0,2,1,0,0,1,0,15.0,0,1.0,0.0,0
588,14.0,1,2,1,1,1,0,79.2,2,0.0,1.0,1
589,6.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
591,9.0,3,1,0,0,1,0,7.125,0,1.0,0.0,0
592,12.0,1,2,1,0,0,1,78.2667,1,0.0,1.0,1
593,11.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
595,9.0,2,1,1,0,1,0,26.0,1,0.0,0.0,0
596,9.0,3,1,1,1,1,0,24.15,2,0.0,0.0,0
598,11.0,3,1,0,0,1,0,0.0,0,1.0,0.0,0
600,11.0,1,2,1,0,1,11,56.9292,1,0.0,1.0,1
601,6.0,2,1,2,1,0,1,27.0,3,0.0,0.0,1
604,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
605,9.0,1,2,0,0,1,0,26.55,0,1.0,0.0,1
606,9.0,3,1,1,0,1,0,15.55,1,0.0,0.0,0
607,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
608,7.0,1,1,0,0,1,0,30.5,0,1.0,0.0,1
609,6.0,2,2,1,2,0,1,41.5792,3,0.0,0.0,1
610,10.0,1,1,0,0,0,2,153.4625,0,1.0,1.0,1
611,9.0,3,1,1,5,0,1,31.275,6,0.0,0.0,0
615,9.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
616,6.0,2,1,1,2,0,2,65.0,3,0.0,0.0,1
617,8.0,3,1,1,1,1,0,14.4,2,0.0,0.0,0
618,7.0,3,1,1,0,0,1,16.1,1,0.0,0.0,0
619,2.0,2,1,2,1,0,2,39.0,3,0.0,1.0,1
620,7.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
621,7.0,3,2,1,0,1,0,14.4542,1,0.0,0.0,0
622,10.0,1,1,1,0,1,0,52.5542,1,0.0,1.0,1
623,6.0,3,2,1,1,1,0,15.7417,2,0.0,0.0,1
624,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
625,6.0,3,1,0,0,1,0,16.1,0,1.0,0.0,0
626,14.0,1,1,0,0,1,0,32.3208,0,1.0,1.0,0
627,13.0,2,3,0,0,1,5,12.35,0,1.0,0.0,0
628,6.0,1,1,0,0,0,2,77.9583,0,1.0,1.0,1
629,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
631,18.0,1,1,0,0,1,0,30.0,0,1.0,1.0,1
632,12.0,3,1,0,0,1,0,7.0542,0,1.0,0.0,0
633,8.0,1,2,0,0,1,6,30.5,0,1.0,1.0,1
635,3.0,3,1,3,2,0,2,27.9,5,0.0,0.0,0
636,7.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
637,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
638,8.0,2,1,1,1,1,0,26.25,2,0.0,0.0,0
639,10.0,3,1,0,5,0,1,39.6875,5,0.0,0.0,0
641,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
642,6.0,1,2,0,0,0,12,69.3,0,1.0,1.0,1
643,2.0,3,1,3,2,0,2,27.9,5,0.0,0.0,0
645,1.0,3,2,2,1,0,2,19.2583,3,0.0,0.0,1
646,11.0,1,2,1,0,1,0,76.7292,1,0.0,1.0,1
647,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
648,13.0,1,2,0,0,1,13,35.5,0,1.0,1.0,1
650,6.0,3,1,0,0,0,2,7.55,0,1.0,0.0,1
652,5.0,2,1,0,1,0,2,23.0,1,0.0,0.0,1
653,6.0,3,1,0,0,1,0,8.4333,0,1.0,0.0,0
655,5.0,3,3,0,0,0,2,6.75,0,1.0,0.0,0
656,6.0,2,1,2,0,1,0,73.5,2,0.0,0.0,0
658,8.0,3,3,1,1,0,1,15.5,2,0.0,0.0,0
659,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
660,13.0,1,2,0,2,1,0,113.275,2,0.0,1.0,0
661,12.0,1,1,2,0,1,6,133.65,2,0.0,0.0,1
662,10.0,3,2,0,0,1,0,7.225,0,1.0,0.0,0
663,11.0,1,1,0,0,1,0,25.5875,0,1.0,1.0,0
664,9.0,3,1,0,0,1,0,7.4958,0,1.0,0.0,0
665,6.0,3,1,1,0,1,0,7.925,1,0.0,0.0,1
666,8.0,2,1,2,0,1,0,73.5,2,0.0,0.0,0
667,7.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
669,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
671,10.0,2,1,1,1,0,1,39.0,2,0.0,0.0,1
672,8.0,1,1,1,0,1,0,52.0,1,0.0,1.0,0
673,16.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
674,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,1
676,5.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
677,6.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
678,5.0,3,1,0,0,0,2,9.8417,0,1.0,0.0,1
679,10.0,3,1,1,6,0,1,46.9,7,0.0,0.0,0
680,9.0,1,2,0,1,1,0,512.3292,1,0.0,1.0,1
682,7.0,1,2,0,0,1,0,76.7292,0,1.0,1.0,1
683,6.0,3,1,0,0,1,0,9.225,0,1.0,0.0,0
684,4.0,3,1,5,2,1,0,46.9,7,0.0,0.0,0
685,14.0,2,1,1,1,1,0,39.0,2,0.0,0.0,0
686,7.0,2,2,1,2,1,0,41.5792,3,0.0,0.0,0
687,4.0,3,1,4,1,1,0,39.6875,5,0.0,0.0,0
688,5.0,3,1,0,0,1,0,10.1708,0,1.0,0.0,0
689,5.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
690,5.0,1,1,0,1,0,2,211.3375,1,0.0,1.0,1
691,8.0,1,1,1,0,1,0,57.0,1,0.0,1.0,1
692,2.0,3,2,0,1,0,2,13.4167,1,0.0,0.0,1
694,7.0,3,2,0,0,1,0,7.225,0,1.0,0.0,0
695,14.0,1,1,0,0,1,13,26.55,0,1.0,0.0,0
696,12.0,2,1,0,0,1,0,13.5,0,1.0,0.0,0
697,10.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
699,11.0,1,2,1,1,1,0,110.8833,2,0.0,1.0,0
700,10.0,3,1,0,0,1,0,7.65,0,1.0,1.0,0
701,5.0,1,2,1,0,0,1,227.525,1,0.0,1.0,1
702,9.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
703,5.0,3,2,0,1,0,2,14.4542,1,0.0,0.0,0
704,7.0,3,3,0,0,1,0,7.7417,0,1.0,0.0,0
705,7.0,3,1,1,0,1,0,7.8542,1,0.0,0.0,0
706,9.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
707,11.0,2,1,0,0,0,1,13.5,0,1.0,0.0,1
708,10.0,1,1,0,0,1,0,26.2875,0,1.0,1.0,1
709,6.0,1,1,0,0,0,2,151.55,0,1.0,0.0,1
711,6.0,1,2,0,0,0,12,49.5042,0,1.0,1.0,1
713,11.0,1,1,1,0,1,0,52.0,1,0.0,1.0,1
714,7.0,3,1,0,0,1,0,9.4833,0,1.0,0.0,0
715,12.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
716,5.0,3,1,0,0,1,0,7.65,0,1.0,1.0,0
717,9.0,1,2,0,0,0,2,227.525,0,1.0,1.0,1
718,7.0,2,1,0,0,0,2,10.5,0,1.0,1.0,1
720,8.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
721,3.0,2,1,0,1,0,2,33.0,1,0.0,0.0,1
722,5.0,3,1,1,0,1,0,7.0542,1,0.0,0.0,0
723,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
724,12.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
725,7.0,1,1,1,0,1,0,53.1,1,0.0,1.0,1
726,6.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
727,8.0,2,1,3,0,0,1,21.0,3,0.0,0.0,1
729,7.0,2,1,1,0,1,0,26.0,1,0.0,0.0,0
730,7.0,3,1,1,0,0,2,7.925,1,0.0,0.0,0
731,7.0,1,1,0,0,0,2,211.3375,0,1.0,1.0,1
732,4.0,3,2,0,0,1,0,18.7875,0,1.0,0.0,0
734,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
735,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
736,7.0,3,1,0,0,1,0,16.1,0,1.0,0.0,0
737,11.0,3,1,1,3,0,1,34.375,4,0.0,0.0,0
738,9.0,1,2,0,0,1,0,512.3292,0,1.0,1.0,1
742,9.0,1,1,1,0,1,0,78.85,1,0.0,1.0,0
743,6.0,1,2,2,2,0,2,262.375,4,0.0,1.0,1
744,6.0,3,1,1,0,1,0,16.1,1,0.0,0.0,0
745,8.0,3,1,0,0,1,0,7.925,0,1.0,0.0,1
746,16.0,1,1,1,1,1,14,71.0,2,0.0,1.0,0
747,5.0,3,1,1,1,1,0,20.25,2,0.0,0.0,0
748,8.0,2,1,0,0,0,2,13.0,0,1.0,0.0,1
749,5.0,1,1,1,0,1,0,53.1,1,0.0,1.0,0
750,8.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
751,2.0,2,1,1,1,0,2,23.0,2,0.0,0.0,1
752,3.0,3,1,0,1,1,3,12.475,1,0.0,1.0,1
753,8.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
754,6.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
755,11.0,2,1,1,2,0,1,65.0,3,0.0,0.0,1
756,1.0,2,1,1,1,1,3,14.5,2,0.0,0.0,1
757,7.0,3,1,0,0,1,0,7.7958,0,1.0,0.0,0
758,5.0,2,1,0,0,1,0,11.5,0,1.0,0.0,0
759,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
760,8.0,1,1,0,0,0,15,86.5,0,1.0,1.0,1
762,10.0,3,1,0,0,1,0,7.125,0,1.0,0.0,0
763,6.0,3,2,0,0,1,0,7.2292,0,1.0,0.0,1
764,9.0,1,1,1,2,0,1,120.0,3,0.0,1.0,1
765,5.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
766,12.0,1,1,1,0,0,1,77.9583,1,0.0,1.0,1
768,8.0,3,3,0,0,0,2,7.75,0,1.0,0.0,0
770,8.0,3,1,0,0,1,0,8.3625,0,1.0,0.0,0
771,6.0,3,1,0,0,1,0,9.5,0,1.0,0.0,0
772,11.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
773,13.0,2,1,0,0,0,1,10.5,0,1.0,1.0,0
775,12.0,2,1,1,3,0,1,23.0,4,0.0,0.0,1
776,5.0,3,1,0,0,1,0,7.75,0,1.0,0.0,0
778,3.0,3,1,0,0,0,2,12.475,0,1.0,0.0,1
780,10.0,1,1,0,1,0,1,211.3375,1,0.0,1.0,1
781,4.0,3,2,0,0,0,2,7.2292,0,1.0,0.0,1
782,5.0,1,1,1,0,0,1,57.0,1,0.0,1.0,1
783,7.0,1,1,0,0,1,0,30.0,0,1.0,1.0,0
785,7.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
786,7.0,3,1,0,0,1,0,7.25,0,1.0,0.0,0
787,5.0,3,1,0,0,0,2,7.4958,0,1.0,0.0,1
788,3.0,3,3,4,1,1,3,29.125,5,0.0,0.0,0
789,2.0,3,1,1,2,1,3,20.575,3,0.0,0.0,1
790,11.0,1,2,0,0,1,0,79.2,0,1.0,1.0,0
792,5.0,2,1,0,0,1,0,26.0,0,1.0,0.0,0
795,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
796,9.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
797,11.0,1,1,0,0,0,6,25.9292,0,1.0,1.0,1
798,8.0,3,1,0,0,0,1,8.6833,0,1.0,0.0,1
799,8.0,3,2,0,0,1,0,7.2292,0,1.0,0.0,0
800,8.0,3,1,1,1,0,1,24.15,2,0.0,0.0,0
801,8.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
802,8.0,2,1,1,1,0,1,26.25,2,0.0,0.0,1
803,4.0,1,1,1,2,1,3,120.0,3,0.0,1.0,1
804,1.0,3,2,0,1,1,3,8.5167,1,0.0,0.0,1
805,7.0,3,1,0,0,1,0,6.975,0,1.0,0.0,1
806,8.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
807,9.0,1,1,0,0,1,0,0.0,0,1.0,1.0,0
808,5.0,3,1,0,0,0,2,7.775,0,1.0,0.0,0
809,9.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
810,8.0,1,1,1,0,0,1,53.1,1,0.0,1.0,1
811,7.0,3,1,0,0,1,0,7.8875,0,1.0,0.0,0
812,9.0,3,1,0,0,1,0,24.15,0,1.0,0.0,0
813,9.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
814,3.0,3,1,4,2,0,2,31.275,6,0.0,0.0,0
815,8.0,3,1,0,0,1,0,8.05,0,1.0,0.0,0
817,6.0,3,1,0,0,0,2,7.925,0,1.0,0.0,0
818,8.0,2,2,1,1,1,0,37.0042,2,0.0,0.0,0
819,10.0,3,1,0,0,1,0,6.45,0,1.0,0.0,0
820,4.0,3,1,3,2,1,3,27.9,5,0.0,0.0,0
821,12.0,1,1,1,1,0,1,93.5,2,0.0,1.0,1
822,7.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,1
823,9.0,1,1,0,0,1,16,0.0,0,1.0,0.0,0
824,7.0,3,1,0,1,0,1,12.475,1,0.0,1.0,1
825,2.0,3,1,4,1,1,3,39.6875,5,0.0,0.0,0
828,2.0,2,2,0,2,1,3,37.0042,2,0.0,0.0,1
830,14.0,1,4,0,0,0,1,80.0,0,1.0,1.0,1
831,5.0,3,2,1,0,0,1,14.4542,1,0.0,0.0,1
832,1.0,2,1,1,1,1,3,18.75,2,0.0,0.0,1
834,6.0,3,1,0,0,1,0,7.8542,0,1.0,0.0,0
835,5.0,3,1,0,0,1,0,8.3,0,1.0,0.0,0
836,9.0,1,2,1,1,0,2,83.1583,2,0.0,1.0,1
837,6.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
839,8.0,3,1,0,0,1,0,56.4958,0,1.0,0.0,1
841,6.0,3,1,0,0,1,0,7.925,0,1.0,0.0,0
842,5.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
843,8.0,1,2,0,0,0,2,31.0,0,1.0,0.0,1
844,8.0,3,2,0,0,1,0,6.4375,0,1.0,0.0,0
845,5.0,3,1,0,0,1,0,8.6625,0,1.0,0.0,0
846,10.0,3,1,0,0,1,0,7.55,0,1.0,0.0,0
848,9.0,3,2,0,0,1,0,7.8958,0,1.0,0.0,0
849,7.0,2,1,0,1,1,5,33.0,1,0.0,0.0,0
851,2.0,3,1,4,2,1,3,31.275,6,0.0,0.0,0
852,16.0,3,1,0,0,1,0,7.775,0,1.0,0.0,0
853,3.0,3,2,1,1,0,2,15.2458,2,0.0,0.0,0
854,5.0,1,1,0,1,0,2,39.4,1,0.0,1.0,1
855,10.0,2,1,1,0,0,1,26.0,1,0.0,0.0,0
856,5.0,3,1,0,1,0,1,9.35,1,0.0,0.0,1
857,11.0,1,1,1,1,0,1,164.8667,2,0.0,0.0,1
858,12.0,1,1,0,0,1,0,26.55,0,1.0,1.0,1
859,6.0,3,2,0,3,0,1,19.2583,3,0.0,0.0,1
861,10.0,3,1,2,0,1,0,14.1083,2,0.0,0.0,0
862,6.0,2,1,1,0,1,0,11.5,1,0.0,0.0,0
863,11.0,1,1,0,0,0,1,25.9292,0,1.0,1.0,1
865,6.0,2,1,0,0,1,0,13.0,0,1.0,0.0,0
866,10.0,2,1,0,0,0,1,13.0,0,1.0,0.0,1
867,7.0,2,2,1,0,0,2,13.8583,1,0.0,0.0,1
868,8.0,1,1,0,0,1,0,50.4958,0,1.0,1.0,0
870,2.0,3,1,1,1,1,3,11.1333,2,0.0,0.0,1
871,7.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
872,11.0,1,1,1,1,0,1,52.5542,2,0.0,1.0,1
873,8.0,1,1,0,0,1,0,5.0,0,1.0,1.0,0
874,11.0,3,1,0,0,1,0,9.0,0,1.0,0.0,0
875,7.0,2,2,1,0,0,1,24.0,1,0.0,0.0,1
876,5.0,3,2,0,0,0,2,7.225,0,1.0,0.0,1
877,6.0,3,1,0,0,1,0,9.8458,0,1.0,0.0,0
878,5.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
880,13.0,1,2,0,1,0,1,83.1583,1,0.0,1.0,1
881,7.0,2,1,0,1,0,1,26.0,1,0.0,0.0,1
882,8.0,3,1,0,0,1,0,7.8958,0,1.0,0.0,0
883,6.0,3,1,0,0,0,2,10.5167,0,1.0,0.0,0
884,7.0,2,1,0,0,1,0,10.5,0,1.0,0.0,0
885,7.0,3,1,0,0,1,0,7.05,0,1.0,0.0,0
886,9.0,3,3,0,5,0,1,29.125,5,0.0,0.0,0
887,7.0,2,1,0,0,1,5,13.0,0,1.0,0.0,0
888,5.0,1,1,0,0,0,2,30.0,0,1.0,1.0,1
890,7.0,1,2,0,0,1,0,30.0,0,1.0,1.0,1
891,8.0,3,3,0,0,1,0,7.75,0,1.0,0.0,0
